Given1,Given2,Gender,Py1,Py2,IPA1,IPA2,open_syll_p,hi_nuc_p,bk_nuc_p,rd_nuc_p,ons_p,obsr_ons_p,non_cor_ons_p
可,儿,0,kě,ér,kʰɤ,ər,0.5,0.0,0.5,0.0,0.5,1.0,1.0
仪,0,1,yí,0,i,0,1.0,1.0,0.0,0.0,0.0,0,0
彦,雯,0,yàn,wén,jɛn,wən,0.0,0.0,0.0,0.0,0.0,0,0
炽,兴,1,chì,xīng,tʂʰʅ,ɕiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
高,平,1,gāo,píng,kaw,pʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,1.0
长,刚,1,cháng,gāng,tʂʰaŋ,kaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
子,骁,0,zǐ,xiāo,tsɿ,ɕjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
岢,0,0,kě,0,kʰɤ,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
雅,0,0,yǎ,0,ja,0,1.0,0.0,0.0,0.0,0.0,0,0
安,庆,1,ān,qìng,an,tɕʰiŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
晨,曦,0,chén,xī,tʂʰən,ɕi,0.5,0.5,0.0,0.0,1.0,1.0,0.0
希,凡,1,xī,fán,ɕi,fan,0.5,0.5,0.0,0.0,1.0,1.0,0.5
璨,0,1,càn,0,tsʰan,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
晓,锋,1,xiǎo,fēng,ɕjaw,fəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
冬,苟,1,dōng,gǒu,tuŋ,kow,0.5,0.5,1.0,1.0,1.0,1.0,0.5
森,茂,1,sēn,mào,sən,maw,0.5,0.0,0.0,0.0,1.0,0.5,0.5
员,发,1,yuán,fā,ɥan,fa,0.5,0.0,0.0,0.0,0.5,1.0,1.0
旬,0,1,xún,0,ɕyn,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
时,贵,1,shí,guì,ʂʅ,kwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
国,富,1,guó,fù,kwo,fu,1.0,0.5,1.0,1.0,1.0,1.0,1.0
曾,厚,1,céng,hòu,tsʰəŋ,xow,0.5,0.0,0.5,0.5,1.0,1.0,0.5
前,功,1,qián,gōng,tɕʰjɛn,kuŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.5
清,洲,1,qīng,zhōu,tɕʰiŋ,tʂow,0.5,0.5,0.5,0.5,1.0,1.0,0.0
利,怀,1,lì,huái,li,xwaj,1.0,0.5,0.0,0.0,1.0,0.5,0.5
武,生,1,wǔ,shēng,u,ʂəŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
玉,栋,1,yù,dòng,y,tuŋ,0.5,1.0,0.5,1.0,0.5,1.0,0.0
鸿,刚,1,hóng,gāng,xuŋ,kaŋ,0.0,0.5,0.5,0.5,1.0,1.0,1.0
春,柽,1,chūn,chēng,tʂʰwən,tʂʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
龙,宝,1,lóng,bǎo,luŋ,paw,0.5,0.5,0.5,0.5,1.0,0.5,0.5
毓,麟,1,yù,lín,y,lin,0.5,1.0,0.0,0.5,0.5,0.0,0.0
志,光,1,zhì,guāng,tʂʅ,kwaŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.5
兆,铣,1,zhào,xǐ,tʂaw,ɕi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
是,知,0,shì,zhī,ʂʅ,tʂʅ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
杨,铭,1,yáng,míng,jɑŋ,miŋ,0.0,0.5,0.5,0.0,0.5,0.0,1.0
查,理,1,chá,lǐ,tʂʰa,li,1.0,0.5,0.0,0.0,1.0,0.5,0.0
成,金,1,chéng,jīn,tʂʰəŋ,tɕin,0.0,0.5,0.0,0.0,1.0,1.0,0.0
习,楷,1,xí,kǎi,ɕi,kʰaj,1.0,0.5,0.0,0.0,1.0,1.0,0.5
源,0,0,yuán,0,ɥan,0,0.0,0.0,0.0,0.0,0.0,0,0
敦,邦,1,dūn,bāng,twən,paŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
逸,冰,1,yì,bīng,i,piŋ,0.5,1.0,0.0,0.0,0.5,1.0,1.0
代,森,1,dài,sēn,taj,sən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
璨,璨,0,càn,càn,tsʰan,tsʰan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
锦,泱,1,jǐn,yāng,tɕin,jɑŋ,0.0,0.5,0.5,0.0,0.5,1.0,0.0
滨,0,1,bīn,0,pin,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
孝,义,1,xiào,yì,ɕjaw,i,1.0,0.5,0.0,0.0,0.5,1.0,0.0
禹,心,0,yǔ,xīn,y,ɕin,0.5,1.0,0.0,0.5,0.5,1.0,0.0
养,川,1,yǎng,chuān,jɑŋ,tʂʰwan,0.0,0.0,0.5,0.0,0.5,1.0,0.0
凤,遥,0,fèng,yáo,fəŋ,jaw,0.5,0.0,0.0,0.0,0.5,1.0,1.0
洪,水,1,hóng,shuǐ,xuŋ,ʂwej,0.5,0.5,0.5,0.5,1.0,1.0,0.5
云,华,1,yún,huá,yn,xwa,0.5,0.5,0.0,0.5,0.5,1.0,1.0
烁,0,0,shuò,0,ʂwo,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
书,仲,1,shū,zhòng,ʂu,tʂuŋ,0.5,1.0,1.0,1.0,1.0,1.0,0.0
保,清,1,bǎo,qīng,paw,tɕʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
奕,希,0,yì,xī,i,ɕi,1.0,1.0,0.0,0.0,0.5,1.0,0.0
德,生,1,dé,shēng,tɤ,ʂəŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
忆,慈,0,yì,cí,i,tsʰɿ,1.0,0.5,0.0,0.0,0.5,1.0,0.0
梦,卿,1,mèng,qīng,məŋ,tɕʰiŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
定,成,1,dìng,chéng,tiŋ,tʂʰəŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.0
明,波,1,míng,bō,miŋ,po,0.5,0.5,0.5,0.5,1.0,0.5,1.0
传,实,1,chuán,shí,tʂʰwan,ʂʅ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
振,鹏,1,zhèn,péng,tʂən,pʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
加,琪,1,jiā,qí,tɕja,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
方,权,1,fāng,quán,faŋ,tɕʰɥan,0.0,0.0,0.0,0.0,1.0,1.0,0.5
安,生,1,ān,shēng,an,ʂəŋ,0.0,0.0,0.0,0.0,0.5,1.0,0.0
善,忠,1,shàn,zhōng,ʂan,tʂuŋ,0.0,0.5,0.5,0.5,1.0,1.0,0.0
熙,颜,1,xī,yán,ɕi,jɛn,0.5,0.5,0.0,0.0,0.5,1.0,0.0
佳,润,0,jiā,rùn,tɕja,ʐwən,0.5,0.0,0.0,0.0,1.0,1.0,0.0
镜,潮,1,jìng,cháo,tɕiŋ,tʂʰaw,0.5,0.5,0.0,0.0,1.0,1.0,0.0
家,豪,1,jiā,háo,tɕja,xaw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
国,恩,1,guó,ēn,kwo,ən,0.5,0.0,0.5,0.5,0.5,1.0,1.0
晰,乐,0,xī,lè,ɕi,lɤ,1.0,0.5,0.5,0.0,1.0,0.5,0.0
英,宇,1,yīng,yǔ,iŋ,y,0.5,1.0,0.0,0.5,0.0,0,0
怡,彤,0,yí,tóng,i,tʰuŋ,0.5,1.0,0.5,0.5,0.5,1.0,0.0
昆,生,1,kūn,shēng,kʰwən,ʂəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
立,伟,1,lì,wěi,li,wej,1.0,0.5,0.0,0.0,0.5,0.0,0.0
兴,运,1,xīng,yùn,ɕiŋ,yn,0.0,1.0,0.0,0.5,0.5,1.0,0.0
宗,玉,1,zōng,yù,tsuŋ,y,0.5,1.0,0.5,1.0,0.5,1.0,0.0
亦,瑶,0,yì,yáo,i,jaw,1.0,0.5,0.0,0.0,0.0,0,0
道,然,1,dào,rán,taw,ʐan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
文,佐,1,wén,zuǒ,wən,tswo,0.5,0.0,0.5,0.5,0.5,1.0,0.0
永,财,1,yǒng,cái,yŋ,tsʰaj,0.5,0.5,0.0,0.5,0.5,1.0,0.0
燕,定,1,yàn,dìng,jɛn,tiŋ,0.0,0.5,0.0,0.0,0.5,1.0,0.0
佳,儒,0,jiā,rú,tɕja,ʐu,1.0,0.5,0.5,0.5,1.0,1.0,0.0
雨,彤,0,yǔ,tóng,y,tʰuŋ,0.5,1.0,0.5,1.0,0.5,1.0,0.0
巍,然,1,wēi,rán,wej,ʐan,0.5,0.0,0.0,0.0,0.5,1.0,0.0
嗣,江,1,sì,jiāng,sɿ,tɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
君,凯,1,jūn,kǎi,tɕyn,kʰaj,0.5,0.5,0.0,0.5,1.0,1.0,0.5
庆,0,1,qìng,0,tɕʰiŋ,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
鑫,瑜,1,xīn,yú,ɕin,y,0.5,1.0,0.0,0.5,0.5,1.0,0.0
树,和,1,shù,hé,ʂu,xɤ,1.0,0.5,1.0,0.5,1.0,1.0,0.5
汉,选,1,hàn,xuǎn,xan,ɕɥan,0.0,0.0,0.0,0.0,1.0,1.0,0.5
雨,璇,0,yǔ,xuán,y,ɕɥan,0.5,0.5,0.0,0.5,0.5,1.0,0.0
希,蕊,0,xī,ruǐ,ɕi,ʐwej,1.0,0.5,0.0,0.0,1.0,1.0,0.0
子,雨,1,zǐ,yǔ,tsɿ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
国,衡,1,guó,héng,kwo,xəŋ,0.5,0.0,0.5,0.5,1.0,1.0,1.0
浩,漩,1,hào,xuán,xaw,ɕɥan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
江,戎,1,jiāng,róng,tɕjɑŋ,ʐuŋ,0.0,0.5,1.0,0.5,1.0,1.0,0.0
铁,志,1,tiě,zhì,tʰjɛ,tʂʅ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
玉,0,1,yù,0,y,0,1.0,1.0,0.0,1.0,0.0,0,0
守,应,1,shǒu,yīng,ʂow,iŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
久,林,1,jiǔ,lín,tɕjəw,lin,0.5,0.5,0.0,0.0,1.0,0.5,0.0
元,锋,1,yuán,fēng,ɥan,fəŋ,0.0,0.0,0.0,0.0,0.5,1.0,1.0
纹,0,1,wén,0,wən,0,0.0,0.0,0.0,0.0,0.0,0,0
仁,羿,1,rén,yì,ʐən,i,0.5,0.5,0.0,0.0,0.5,1.0,0.0
建,祥,1,jiàn,xiáng,tɕjɛn,ɕjɑŋ,0.0,0.0,0.5,0.0,1.0,1.0,0.0
景,儿,0,jǐng,ér,tɕiŋ,ər,0.0,0.5,0.0,0.0,0.5,1.0,0.0
源,0,0,yuán,0,ɥan,0,0.0,0.0,0.0,0.0,0.0,0,0
贵,敏,1,guì,mǐn,kwej,min,0.5,0.5,0.0,0.0,1.0,0.5,1.0
有,冬,1,yǒu,dōng,jəw,tuŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
宪,民,1,xiàn,mín,ɕjɛn,min,0.0,0.5,0.0,0.0,1.0,0.5,0.5
新,贵,1,xīn,guì,ɕin,kwej,0.5,0.5,0.0,0.0,1.0,1.0,0.5
建,平,1,jiàn,píng,tɕjɛn,pʰiŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
大,川,1,dà,chuān,ta,tʂʰwan,0.5,0.0,0.0,0.0,1.0,1.0,0.0
树,群,1,shù,qún,ʂu,tɕʰyn,0.5,1.0,0.5,1.0,1.0,1.0,0.0
世,宽,1,shì,kuān,ʂʅ,kʰwan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
立,志,1,lì,zhì,li,tʂʅ,1.0,0.5,0.0,0.0,1.0,0.5,0.0
智,彬,1,zhì,bīn,tʂʅ,pin,0.5,0.5,0.0,0.0,1.0,1.0,0.5
智,骁,1,zhì,xiāo,tʂʅ,ɕjaw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
福,生,1,fú,shēng,fu,ʂəŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
重,一,1,zhòng,yī,tʂuŋ,i,0.5,1.0,0.5,0.5,0.5,1.0,0.0
今,元,1,jīn,yuán,tɕin,ɥan,0.0,0.5,0.0,0.0,0.5,1.0,0.0
国,刚,1,guó,gāng,kwo,kaŋ,0.5,0.0,0.5,0.5,1.0,1.0,1.0
馨,懿,0,xīn,yì,ɕin,i,0.5,1.0,0.0,0.0,0.5,1.0,0.0
振,鹤,1,zhèn,hè,tʂən,xɤ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
求,旺,1,qiú,wàng,tɕʰjəw,waŋ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
伟,椿,1,wěi,chūn,wej,tʂʰwən,0.5,0.0,0.0,0.0,0.5,1.0,0.0
诗,雅,0,shī,yǎ,ʂʅ,ja,1.0,0.0,0.0,0.0,0.5,1.0,0.0
丹,如,1,dān,rú,tan,ʐu,0.5,0.5,0.5,0.5,1.0,1.0,0.0
宪,阳,1,xiàn,yáng,ɕjɛn,jɑŋ,0.0,0.0,0.5,0.0,0.5,1.0,0.0
树,旺,1,shù,wàng,ʂu,waŋ,0.5,0.5,0.5,0.5,0.5,1.0,0.0
家,辉,0,jiā,huī,tɕja,xwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
思,彤,0,sī,tóng,sɿ,tʰuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.0
永,龙,1,yǒng,lóng,yŋ,luŋ,0.0,1.0,0.5,1.0,0.5,0.0,0.0
芷,瑜,0,zhǐ,yú,tʂʅ,y,1.0,0.5,0.0,0.5,0.5,1.0,0.0
文,涌,1,wén,yǒng,wən,yŋ,0.0,0.5,0.0,0.5,0.0,0,0
学,芹,1,xué,qín,ɕɥɛ,tɕʰin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
蔚,明,1,wèi,míng,wej,miŋ,0.5,0.5,0.0,0.0,0.5,0.0,1.0
天,举,1,tiān,jǔ,tʰjɛn,tɕy,0.5,0.5,0.0,0.5,1.0,1.0,0.0
胜,华,1,shèng,huá,ʂəŋ,xwa,0.5,0.0,0.0,0.0,1.0,1.0,0.5
翎,茜,0,líng,qiàn,liŋ,tɕʰjɛn,0.0,0.5,0.0,0.0,1.0,0.5,0.0
甄,0,0,zhēn,0,tʂən,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
立,农,1,lì,nóng,li,nuŋ,0.5,1.0,0.5,0.5,1.0,0.0,0.0
泽,欣,1,zé,xīn,tsɤ,ɕin,0.5,0.5,0.5,0.0,1.0,1.0,0.0
昆,贵,1,kūn,guì,kʰwən,kwej,0.5,0.0,0.0,0.0,1.0,1.0,1.0
丽,平,1,lì,píng,li,pʰiŋ,0.5,1.0,0.0,0.0,1.0,0.5,0.5
倩,妮,0,qiàn,nī,tɕʰjɛn,ni,0.5,0.5,0.0,0.0,1.0,0.5,0.0
魏,舞,0,wèi,wǔ,wej,u,1.0,0.5,0.5,0.5,0.0,0,0
芮,嘉,0,ruì,jiā,ʐwej,tɕja,1.0,0.0,0.0,0.0,1.0,1.0,0.0
鹏,0,1,péng,0,pʰəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
瑶,萱,0,yáo,xuān,jaw,ɕɥan,0.5,0.0,0.0,0.0,0.5,1.0,0.0
学,信,1,xué,xìn,ɕɥɛ,ɕin,0.5,0.5,0.0,0.0,1.0,1.0,0.0
才,杰,1,cái,jié,tsʰaj,tɕjɛ,1.0,0.0,0.0,0.0,1.0,1.0,0.0
秋,生,1,qiū,shēng,tɕʰjəw,ʂəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
红,樱,1,hóng,yīng,xuŋ,iŋ,0.0,1.0,0.5,0.5,0.5,1.0,1.0
景,峨,1,jǐng,é,tɕiŋ,ɤ,0.5,0.5,0.5,0.0,0.5,1.0,0.0
中,付,1,zhōng,fù,tʂuŋ,fu,0.5,1.0,1.0,1.0,1.0,1.0,0.5
希,0,1,xī,0,ɕi,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
健,明,1,jiàn,míng,tɕjɛn,miŋ,0.0,0.5,0.0,0.0,1.0,0.5,0.5
小,宾,1,xiǎo,bīn,ɕjaw,pin,0.5,0.5,0.0,0.0,1.0,1.0,0.5
芷,含,0,zhǐ,hán,tʂʅ,xan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
忠,苗,1,zhōng,miáo,tʂuŋ,mjaw,0.5,0.5,0.5,0.5,1.0,0.5,0.5
林,朝,1,lín,cháo,lin,tʂʰaw,0.5,0.5,0.0,0.0,1.0,0.5,0.0
成,海,1,chéng,hǎi,tʂʰəŋ,xaj,0.5,0.0,0.0,0.0,1.0,1.0,0.5
炳,鑫,1,bǐng,xīn,piŋ,ɕin,0.0,1.0,0.0,0.0,1.0,1.0,0.5
伊,洋,0,yī,yáng,i,jɑŋ,0.5,0.5,0.5,0.0,0.0,0,0
崇,嵩,1,chóng,sōng,tʂʰuŋ,suŋ,0.0,1.0,1.0,1.0,1.0,1.0,0.0
晴,佳,0,qíng,jiā,tɕʰiŋ,tɕja,0.5,0.5,0.0,0.0,1.0,1.0,0.0
锡,凌,1,xī,líng,ɕi,liŋ,0.5,1.0,0.0,0.0,1.0,0.5,0.0
运,0,1,yùn,0,yn,0,0.0,1.0,0.0,1.0,0.0,0,0
国,爱,1,guó,ài,kwo,aj,1.0,0.0,0.5,0.5,0.5,1.0,1.0
广,森,1,guǎng,sēn,kwaŋ,sən,0.0,0.0,0.0,0.0,1.0,1.0,0.5
天,佑,1,tiān,yòu,tʰjɛn,jəw,0.5,0.0,0.0,0.0,0.5,1.0,0.0
士,军,1,shì,jūn,ʂʅ,tɕyn,0.5,0.5,0.0,0.5,1.0,1.0,0.0
志,胜,1,zhì,shèng,tʂʅ,ʂəŋ,0.5,0.0,0.0,0.0,1.0,1.0,0.0
诚,0,1,chéng,0,tʂʰəŋ,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
平,正,1,píng,zhèng,pʰiŋ,tʂəŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
梓,楠,1,zǐ,nán,tsɿ,nan,0.5,0.0,0.0,0.0,1.0,0.5,0.0
鼎,年,1,dǐng,nián,tiŋ,njɛn,0.0,0.5,0.0,0.0,1.0,0.5,0.0
可,为,1,kě,wéi,kʰɤ,wej,1.0,0.0,0.5,0.0,0.5,1.0,1.0
占,山,1,zhàn,shān,tʂan,ʂan,0.0,0.0,0.0,0.0,1.0,1.0,0.0
小,彬,0,xiǎo,bīn,ɕjaw,pin,0.5,0.5,0.0,0.0,1.0,1.0,0.5
岱,0,1,dài,0,taj,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
永,新,1,yǒng,xīn,yŋ,ɕin,0.0,1.0,0.0,0.5,0.5,1.0,0.0
之,彬,1,zhī,bīn,tʂʅ,pin,0.5,0.5,0.0,0.0,1.0,1.0,0.5
博,勇,1,bó,yǒng,po,yŋ,0.5,0.5,0.5,1.0,0.5,1.0,1.0
蔚,0,0,wèi,0,wej,0,1.0,0.0,0.0,0.0,0.0,0,0
刘,0,1,liú,0,ljəw,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
文,飞,1,wén,fēi,wən,fej,0.5,0.0,0.0,0.0,0.5,1.0,1.0
一,佳,0,yī,jiā,i,tɕja,1.0,0.5,0.0,0.0,0.5,1.0,0.0
淽,诺,0,zhǐ,nuò,tʂʅ,nwo,1.0,0.0,0.5,0.5,1.0,0.5,0.0
家,豪,1,jiā,háo,tɕja,xaw,1.0,0.0,0.0,0.0,1.0,1.0,0.5
学,谦,1,xué,qiān,ɕɥɛ,tɕʰjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
彦,才,1,yàn,cái,jɛn,tsʰaj,0.5,0.0,0.0,0.0,0.5,1.0,0.0
广,峰,1,guǎng,fēng,kwaŋ,fəŋ,0.0,0.0,0.0,0.0,1.0,1.0,1.0
子,千,1,zǐ,qiān,tsɿ,tɕʰjɛn,0.5,0.0,0.0,0.0,1.0,1.0,0.0
革,军,1,gé,jūn,kɤ,tɕyn,0.5,0.5,0.5,0.5,1.0,1.0,0.5
丕,利,1,pī,lì,pʰi,li,1.0,1.0,0.0,0.0,1.0,0.5,0.5
利,华,1,lì,huá,li,xwa,1.0,0.5,0.0,0.0,1.0,0.5,0.5
东,晓,1,dōng,xiǎo,tuŋ,ɕjaw,0.5,0.5,0.5,0.5,1.0,1.0,0.0
晓,翔,1,xiǎo,xiáng,ɕjaw,ɕjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
世,巍,1,shì,wēi,ʂʅ,wej,1.0,0.0,0.0,0.0,0.5,1.0,0.0
彦,辰,0,yàn,chén,jɛn,tʂʰən,0.0,0.0,0.0,0.0,0.5,1.0,0.0
远,光,1,yuǎn,guāng,ɥan,kwaŋ,0.0,0.0,0.0,0.0,0.5,1.0,1.0
敦,双,1,dūn,shuāng,twən,ʂwaŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.0
康,堤,0,kāng,liú,kʰaŋ,ljəw,0.5,0.0,0.0,0.0,1.0,0.5,0.5
鹏,燕,0,péng,yàn,pʰəŋ,jɛn,0.0,0.0,0.0,0.0,0.5,1.0,1.0
同,庆,1,tóng,qìng,tʰuŋ,tɕʰiŋ,0.0,1.0,0.5,0.5,1.0,1.0,0.0
泽,孝,1,zé,xiào,tsɤ,ɕjaw,1.0,0.0,0.5,0.0,1.0,1.0,0.0
钰,涵,0,yù,hán,y,xan,0.5,0.5,0.0,0.5,0.5,1.0,1.0
心,仪,0,xīn,yí,ɕin,i,0.5,1.0,0.0,0.0,0.5,1.0,0.0
桂,忠,1,guì,zhōng,kwej,tʂuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
少,涵,1,shǎo,hán,ʂaw,xan,0.5,0.0,0.0,0.0,1.0,1.0,0.5
永,生,1,yǒng,shēng,yŋ,ʂəŋ,0.0,0.5,0.0,0.5,0.5,1.0,0.0
岚,0,1,lán,0,lan,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
培,安,1,péi,ān,pʰej,an,0.5,0.0,0.0,0.0,0.5,1.0,1.0
德,康,1,dé,kāng,tɤ,kʰaŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.5
汝,桐,1,rǔ,tóng,ʐu,tʰuŋ,0.5,1.0,1.0,1.0,1.0,1.0,0.0
茂,杰,1,mào,jié,maw,tɕjɛ,1.0,0.0,0.0,0.0,1.0,0.5,0.5
明,珂,1,míng,kē,miŋ,kʰɤ,0.5,0.5,0.5,0.0,1.0,0.5,1.0
兴,朋,1,xīng,péng,ɕiŋ,pʰəŋ,0.0,0.5,0.0,0.0,1.0,1.0,0.5
新,傲,0,xīn,ào,ɕin,aw,0.5,0.5,0.0,0.0,0.5,1.0,0.0
斯,琪,0,sī,qí,sɿ,tɕʰi,1.0,0.5,0.0,0.0,1.0,1.0,0.0
世,强,1,shì,qiáng,ʂʅ,tɕʰjɑŋ,0.5,0.0,0.5,0.0,1.0,1.0,0.0
立,章,1,lì,zhāng,li,tʂaŋ,0.5,0.5,0.0,0.0,1.0,0.5,0.0
起,峰,1,qǐ,fēng,tɕʰi,fəŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.5
佐,政,1,zuǒ,zhèng,tswo,tʂəŋ,0.5,0.0,0.5,0.5,1.0,1.0,0.0
立,家,1,lì,jiā,li,tɕja,1.0,0.5,0.0,0.0,1.0,0.5,0.0
恒,俊,1,héng,jùn,xəŋ,tɕyn,0.0,0.5,0.0,0.5,1.0,1.0,0.5
时,叙,1,shí,xù,ʂʅ,ɕy,1.0,0.5,0.0,0.5,1.0,1.0,0.0
英,文,1,yīng,wén,iŋ,wən,0.0,0.5,0.0,0.0,0.0,0,0
梦,雅,0,mèng,yǎ,məŋ,ja,0.5,0.0,0.0,0.0,0.5,0.0,1.0
朝,晖,1,cháo,huī,tʂʰaw,xwej,1.0,0.0,0.0,0.0,1.0,1.0,0.5
丽,菲,0,lì,fēi,li,fej,1.0,0.5,0.0,0.0,1.0,0.5,0.5
铭,玖,1,míng,jiǔ,miŋ,tɕjəw,0.5,0.5,0.0,0.0,1.0,0.5,0.5
民,智,1,mín,zhì,min,tʂʅ,0.5,0.5,0.0,0.0,1.0,0.5,0.5
爱,民,1,ài,mín,aj,min,0.5,0.5,0.0,0.0,0.5,0.0,1.0
志,庆,1,zhì,qìng,tʂʅ,tɕʰiŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
恩,杰,1,ēn,jié,ən,tɕjɛ,0.5,0.0,0.0,0.0,0.5,1.0,0.0
雨,柔,0,yǔ,róu,y,ʐow,1.0,0.5,0.5,1.0,0.5,1.0,0.0
丹,弟,1,dān,dì,tan,ti,0.5,0.5,0.0,0.0,1.0,1.0,0.0
靖,涵,0,jìng,hán,tɕiŋ,xan,0.0,0.5,0.0,0.0,1.0,1.0,0.5
由,军,1,yóu,jūn,jəw,tɕyn,0.5,0.5,0.0,0.5,0.5,1.0,0.0
晓,道,1,xiǎo,dào,ɕjaw,taw,1.0,0.0,0.0,0.0,1.0,1.0,0.0
厚,山,1,hòu,shān,xow,ʂan,0.5,0.0,0.5,0.5,1.0,1.0,0.5
隽,世,1,jùn,shì,tɕyn,ʂʅ,0.5,0.5,0.0,0.5,1.0,1.0,0.0
海,东,1,hǎi,dōng,xaj,tuŋ,0.5,0.5,0.5,0.5,1.0,1.0,0.5
文,宗,1,wén,zōng,wən,tsuŋ,0.0,0.5,0.5,0.5,0.5,1.0,0.0
炳,天,1,bǐng,tiān,piŋ,tʰjɛn,0.0,0.5,0.0,0.0,1.0,1.0,0.5
曼,翁,1,màn,wēng,man,wəŋ,0.0,0.0,0.0,0.0,0.5,0.0,1.0
盛,宝,1,shèng,bǎo,ʂəŋ,paw,0.5,0.0,0.0,0.0,1.0,1.0,0.5
耿,城,1,gěng,chéng,kəŋ,tʂʰəŋ,0.0,0.0,0.0,0.0,1.0,1.0,0.5
方,玉,1,fāng,yù,faŋ,y,0.5,0.5,0.0,0.5,0.5,1.0,1.0
庆,才,1,qìng,cái,tɕʰiŋ,tsʰaj,0.5,0.5,0.0,0.0,1.0,1.0,0.0
莹,0,0,yíng,0,iŋ,0,0.0,1.0,0.0,0.0,0.0,0,0
美,琦,0,měi,qí,mej,tɕʰi,1.0,0.5,0.0,0.0,1.0,0.5,0.5
国,能,1,guó,néng,kwo,nəŋ,0.5,0.0,0.5,0.5,1.0,0.5,0.5
步,听,1,bù,tīng,pu,tʰiŋ,0.5,1.0,0.5,0.5,1.0,1.0,0.5
海,刚,1,hǎi,gāng,xaj,kaŋ,0.5,0.0,0.0,0.0,1.0,1.0,1.0
继,承,1,jì,chéng,tɕi,tʂʰəŋ,0.5,0.5,0.0,0.0,1.0,1.0,0.0
玉,国,1,yù,guó,y,kwo,1.0,0.5,0.5,1.0,0.5,1.0,1.0
汉,才,1,hàn,cái,xan,tsʰaj,0.5,0.0,0.0,0.0,1.0,1.0,0.5
运,晖,1,yùn,huī,yn,xwej,0.5,0.5,0.0,0.5,0.5,1.0,1.0
